trip_id,ground_truth,raw_prediction,final_prediction,correct_raw,correct_final
trip_000557,walk|bus|rail|bus|walk,walk|bus|car|bus|car|bus|car|bus|car|bus|car|bike|car|bus|car|bike|bus|bike|bus|bike|car|bike|bus|car|bus|car|bus|car|bus|car|bike|bus|bike|bus|car|bike|car|bike|bus|bike|car|bike|car|bus|bike|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bike|car|bike|bus|car|bus|bike|car|bike|bus|bike|car|bus|car|bus|bike|car|bike|bus|bike|bus|bike|car|walk,walk|bus|car|bus|car|rail|car|rail|bus|rail|walk|rail|walk,False,False
trip_000558,walk|bus|rail|bus|walk,walk|bus|car|bus|car|bike|bus|car|bus|bike|car|bike|bus|car|bus|car|bike|car|bike|car|bike|bus|bike|car|bus|car|bus|car|bike|car|bike|bus|car|bus|bike|car|bike|bus|bike|bus|bike|walk,walk|rail|car|bus|rail|bike|walk,False,False
trip_000559,walk|bike|rail|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bike|bus|car|bus|car|bus|car|bus|car|walk|bus|car|bus|car|bus|car|bus|car|bus|car|bus|walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car,walk|car|walk|car|walk|rail|walk|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|rail|walk|rail|walk|car|bus|car|rail|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car,False,False
trip_000560,walk|bus|rail|bus|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|bus|car|bus|car|bus|walk|bus|car|bus|rail|bus|car|bus|car|bus|car|bus|car|bus|car|bus|bike|bus|car|bus|car|bus|walk|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|rail|walk|car|bus|car|bus|car|bus|rail|walk|bus|car|rail|car|rail|walk|bus|rail|bus|car|bus|car|bus|walk|bus|car|bus|car|rail|car|bus|rail|car|rail|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,False,False
trip_000561,walk|bike|rail|walk,walk|bike|car|bike|car|bus|car|bus|car|bus|car|bike|car|bike|walk,walk|bike|rail|bike|rail|walk,False,False
trip_000562,walk|bike|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|car|walk|car|bus|car|bus|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|rail|walk|car|bus|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|rail|walk|rail|car|walk|rail|walk,False,False
trip_000563,walk|bike|rail|walk,walk|bike|car|bike|bus|car|bike|car|bike|bus|car|bike|bus|bike|bus|bike|bus|car|bike|bus|bike|car|bike|car|bus|car|bus|car|walk,walk|rail|walk|rail|walk|bike|car|rail|bus|rail|walk,False,False
trip_000564,walk|bus|rail|walk,walk|car|bus|car|walk|car|bike|car|bus|car|bus|bike|car|bike|car|bike|bus|car|bus|car|bus|car|bus|bike|car|walk,walk|car|bus|car|walk|car|bike|car|bus|rail|walk,False,False
trip_000565,walk|rail|walk,walk|bus|car|bus|car|walk|car|walk,walk|bus|car|rail|walk|car|walk,False,False
trip_000566,walk|bike|rail|walk,walk|bike|car|bus|car|bike|car|bus|bike|car|bike|bus|bike|bus|bike|bus|bike|bus|bike|car|bike|car|bike|bus|bike|car|bus|bike|car|bike|walk|car|bus|car|bus|car|walk,walk|rail|car|rail|walk|rail|walk|rail|walk,False,False
trip_000567,walk|rail|walk,walk|bike|car|walk|bike|walk,walk|bike|rail|walk|bike|walk,False,False
trip_000568,walk|bus|rail|bus|walk,walk|car|bus|car|bike|bus|car|bus|bike|walk|bus|car|bus|car|bus|car|bike|car|bus|car|bus|car|bike|car|bike|bus|car|bike|bus|bike|car|bus|bike|bus|car|bus|car|bus|bike|bus|car|bus|car|bike|car|bus|bike|car|bus|bike|car|bike|bus|car|bike|car|walk,walk|rail|walk|rail|walk|bus|car|rail|walk,False,False
trip_000569,walk|bike|rail|walk,walk|car|bike|car|bike|car|bike|car|bike|bus|car|bike|bus|bike|walk|bus|car|bus|car|walk|bike|walk,walk|rail|walk|car|bike|rail|bike|walk|bus|rail|walk|rail|walk|rail|walk|rail|walk|rail|walk,False,False
trip_000570,walk|bike|rail|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|car|walk|bus|car|walk|car|walk|bus|car|bus|car|bus|rail|bus|rail|bus|rail|bus|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|rail|walk|car|walk|bus|car|walk|car|walk|bus|rail|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,False,False
trip_000571,walk|bus|rail|bus|walk,walk|bus|car|bus|car|bike|car|bus|car|bus|bike|bus|car|bike|car|bus|car|bus|car|bus|bike|bus|bike|car|bike|car|bus|car|bus|bike|bus|car|bike|car|bike|bus|walk,walk|rail|car|rail|walk|rail|walk,False,False
trip_000572,walk|rail|walk,walk|bike|car|bus|car|bike|walk,walk|rail|walk,False,True
trip_000573,walk|bus|rail|walk,walk|car|bus|car|bike|car|bus|car|bike|car|walk|bus|bike|car|bus|car|bus|car|bus|car|bus|walk,walk|car|bus|car|rail|walk|rail|car|rail|walk,False,False
trip_000574,walk|bus|rail|walk,walk|car|bus|car|bus|car|bus|car|bus|car|bike|car|bus|car|bus|car|bike|bus|walk|bus|car|bus|walk,walk|rail|walk|rail|walk|rail|walk,False,False
trip_000575,walk|rail|walk,walk|bus|car|bus|car|bus|car|bus|car|walk|bike|walk,walk|rail|walk|bike|walk,False,False
trip_000576,walk|bus|rail|walk,walk|car|bus|car|bus|car|bus|bike|car|bus|car|bus|car|bus|walk,walk|car|bus|car|bus|rail|walk|rail|walk,False,False
trip_000577,walk|car|walk,walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|bike|car|bike|bus|walk,walk|rail|bike|car|bike|rail|walk|rail|walk,False,False
trip_000578,walk|car|walk,walk|car|bike|walk|car|bus|car|bike|car|bike|car|bike|bus|car|bus|walk|bus|car|bus|car|bike|car|bike|car|walk,walk|car|bike|walk|car|bus|car|bike|car|bike|rail|walk|bus|car|rail|walk,False,False
trip_000579,walk|bike|walk,walk|car|bus|car|bus|bike|bus|bike|car|bike|car|bike|car|bike|car|walk|bike|car|bike|car|bike|walk,walk|rail|bus|car|bus|bike|rail|walk|bike|car|bike|car|bike|rail|walk|rail|walk|rail|walk,False,False
trip_000580,walk|car|walk,walk|bus|car|bus|car|bus|car|bus|car|bus|car|walk|car|bus|car|bike|car|bus|walk,walk|rail|walk|rail|walk,False,False
trip_000581,walk|bike|walk,walk|bike|bus|car|bike|bus|bike|car|bike|car|bus|bike|car|bike|car|bike|car|walk|bike|bus|bike|car|bus|bike|car|bike|walk|car|bike|walk|car|walk|bike|walk|bike|walk,walk|rail|walk|rail|bike|car|walk|bike|rail|walk|car|bike|walk|rail|bike|rail|walk|rail|walk|bike|walk,False,False
trip_000582,walk|bus|rail|bus|walk,walk|bus|bike|bus|bike|car|bike|car|bike|car|bus|bike|car|bus|car|bike|bus|bike|car|bike|car|bike|bus|car|bus|car|bus|bike|car|bike|bus|car|bus|car|bus|bike|bus|walk,walk|bus|bike|bus|bike|car|bike|car|bike|car|rail|car|rail|walk|rail|walk|rail|walk|rail|walk,False,False
trip_000583,walk|car|walk,walk|car|walk|bus|bike|car|bus|car|bus|car|bike|bus|car|bus|bike|car|bus|car|bus|car|bike|car|bus|bike|walk|bike|car|bike|walk,walk|rail|walk|rail|bike|rail|walk|bike|car|bike|walk|rail|walk|rail|walk,False,False
trip_000584,walk|rail|walk,walk|car|bus|car|bus|car|bus|car|bus|car|walk,walk|car|bus|car|rail|walk,False,False
trip_000585,walk|bus|rail|walk,walk|car|bus|car|bus|car|bus|bike|car|bike|car|bus|car|bus|car|bus|bike|car|bus|bike|car|bus|car|bus|walk,walk|car|bus|car|bus|rail|car|rail|walk|rail|walk|rail|walk,False,False
trip_000586,walk|bus|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|walk|bus|car|walk|car|walk|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|car|rail|walk|rail|walk|bus|car|walk|car|walk|car|bus|walk|rail|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|rail|walk|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail,False,False
trip_000587,walk|car|walk,walk|car|bus|car|bike|car|bus|car|bus|car|bus|car|bike|car|bike|car|walk,walk|rail|walk|rail|walk,False,False
trip_000588,walk|bus|rail|walk,walk|bus|car|bike|car|bike|bus|car|bike|car|bike|car|bus|car|bus|car|bus|walk,walk|rail|bike|rail|bus|walk|rail|walk,False,False
trip_000589,walk|bus|rail|walk,walk|bus|car|bike|bus|car|bike|car|rail|car|bus|car|bus|rail|car|bike|walk,walk|bus|car|bike|rail|bike|rail|walk,False,False
trip_000590,walk|bike|rail|walk,walk|bike|bus|car|bus|walk|car|bike|walk|bus|bike|bus|bike|bus|bike|bus|car|bike|car|bike|bus|bike|car|bike|car|walk|bike|car|bike|car|bike|walk|bike|bus|car|bus|car|bus|car|bus|car|bus|walk|bike|walk,walk|bike|bus|car|bus|walk|car|rail|walk|bike|car|bike|car|bike|walk|bike|bus|car|bus|rail|walk|rail|walk|rail|walk|bike|walk,False,False
trip_000591,walk|car|walk,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|car|bus|car|bus|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|car|bus|car|bus|rail|walk|car|rail|walk|rail|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|rail|walk|rail|walk|car|walk|rail|walk|car|walk|car|walk|rail|walk|rail|walk|rail,False,False
trip_000592,walk|rail|bus|walk,walk|car|bike|car|bus|car|bus|car|bus|rail|bus|car|bus|bike|car|bike|bus|bike|bus|bike|car|bike|car|bike|bus|car|bus|bike|car|walk,walk|car|bike|car|bus|car|bus|rail|car|rail|car|walk,False,False
trip_000593,walk|bus|walk,walk|bike|walk|bus|car|bike|bus|car|bus|bike|bus|bike|car|bus|bike|bus|car|bus|car|bus|bike|car|bike|bus|car|bus|car|bus|car|bus|walk|bus|car|bus|bike|bus|car|bus|bike|car|bike|bus|car|bike|car|bus|bike|bus|bike|car|bus|car|walk,walk|rail|walk|bike|walk|rail|car|rail|car|bus|rail|walk|rail|walk|rail|walk|rail|walk|rail|walk|rail,False,False
trip_000594,walk|bus|rail|bus|walk,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|rail|bus|car|bus|rail|car|bus|car|bus|walk|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|rail|walk|car|walk|car|walk|car|walk|rail|walk|bus|rail|car|bus|car|bus|car|bus|car|bus|car|walk|car|walk|car|walk|car|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|car|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail,False,False
trip_000595,walk|rail|bus|walk,walk|car|bus|car|bus|car|bike|bus|bike|car|bus|bike|car|walk|bike|walk,walk|rail|walk|car|bus|car|rail|walk|bike|walk,False,False
trip_000596,walk|bike|rail|walk,walk|bike|car|bus|car|bike|bus|bike|car|bike|car|bike|bus|bike|car|walk|bike|car|walk|car|bike|bus|car|bus|bike|car|bike|bus|car|bike|bus|bike|bus|car|bike|bus|bike|car|bike|car|bike|car|walk|bike|walk|bike|car|bus|bike|car|bike|walk|bike|bus|bike|car|bike|bus|car|bus|car|bus|walk,walk|rail|walk|bike|car|walk|car|bike|bus|car|bus|bike|car|bike|bus|car|bike|bus|bike|bus|car|bike|bus|bike|car|bike|car|bike|car|walk|bike|walk|bike|car|bus|bike|car|bike|walk|bike|bus|bike|rail|bike|rail|walk|rail|walk|rail|walk,False,False
trip_000597,walk|rail|bus|walk,walk|bike|walk|car|bus|car|bus|bike|bus|bike|car|bike|bus|bike|bus|car|bus|bike|bus|car|bike|car|bike|walk,walk|bike|walk|rail|bike|walk|rail|walk,False,False
trip_000598,walk|bike|rail|walk,walk|bus|bike|car|bike|bus|bike|car|bus|bike|car|bike|bus|bike|bus|bike|bus|bike|walk|bike|bus|bike|bus|car|bike|walk|bike|walk|bike|walk|bike|car|bus|car|walk,walk|bus|bike|car|bike|bus|bike|car|bus|bike|car|bike|bus|bike|bus|bike|bus|bike|rail|walk|rail|car|bike|walk|bike|walk|bike|walk|bike|rail|walk|rail|walk,False,False
trip_000599,walk|bike|rail|walk,walk|car|bike|bus|bike|car|bike|bus|bike|car|bike|walk|bike|bus|car|bus|car|bus|car|bus|car|bus|walk,walk|rail|walk|bike|rail|walk|rail|walk,False,False
trip_000600,walk|bus|walk,walk|bus|car|bus|bike|bus|car|bike|car|bus|car|bus|car|bike|car|bus|car|bus|car|bike|car|bike|walk|car|bus|car|walk,walk|bus|car|bus|bike|bus|car|rail|walk|car|bus|rail|walk|rail|walk,False,False
trip_000601,walk|rail|walk,walk|car|bus|walk,walk|rail|bus|walk,False,False
trip_000602,walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|car|walk|bus|car|bus|car|bus|car|bus|car|walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|bus|walk|rail|walk|rail|walk|rail|walk|car|walk|rail|walk|car|rail|car|bus|car|bus|car|bus|car|bus|car|rail|bus|car|bus|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|rail,False,False
trip_000603,walk|bike|rail|walk,walk|bus|bike|bus|car|bus|bike|car|bike|car|bike|car|bike|bus|bike|bus|bike|car|bike|car|bike|walk|bus|bike|bus|car|bus|walk,walk|bus|bike|bus|car|bus|bike|car|bike|car|bike|car|bike|bus|bike|rail|walk|rail|walk|rail|walk,False,False
trip_000604,walk|bike|rail|walk,walk|bike|car|bike|bus|car|bike|bus|car|bike|car|bike|car|bike|car|walk,walk|rail|bike|rail|walk|rail|walk|rail|walk,False,False
trip_000605,walk|bus|walk,walk|bike|walk|car|bus|car|bus|car|bus|car|bike|bus|car|bike|bus|walk,walk|rail|walk|bike|walk|car|rail|walk|rail|walk,False,False
trip_000606,walk|bus|rail|bus|walk,walk|car|bus|car|bus|car|bike|bus|bike|car|bike|bus|bike|car|bus|car|bus|car|bus|bike|car|bike|car|bike|car|bus|car|bike|car|bus|car|bike|bus|bike|car|bus|bike|bus|car|bus|car|bike|bus|bike|bus|car|bike|bus|car|bus|bike|bus|bike|car|bike|car|bike|car|bike|car|bike|walk,walk|rail|car|bike|bus|bike|rail|bike|rail|walk|rail|walk,False,False
trip_000607,walk|bus|walk,walk|car|bus|car|bus|car|bus|car|bike|car|bus|car|bus|car|bus|car|bus|car|bus|bike|bus|bike|car|bike|bus|walk|bike|walk,walk|car|bus|car|bus|car|bus|car|bike|car|bus|rail|bike|rail|walk|rail|walk|rail|walk|bike|walk,False,False
trip_000608,walk|bus|rail|bus|walk,walk|car|bus|car|bus|car|bike|bus|car|bus|car|bus|car|bus|bike|car|bike|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bike|car|bus|car|bus|car|bus|bike|car|bike|car|walk,walk|rail|walk|rail|walk|rail|walk,False,False
trip_000609,walk|bike|rail|walk,walk|bus|bike|bus|bike|car|bike|car|bike|car|walk|bike|bus|bike|car|bike|car|bike|car|bike|bus|bike|bus|car|bus|car|bike|car|bike|walk|bike|bus|bike|walk|car|bike|car|bus|car|bus|walk,walk|rail|walk|bike|bus|bike|car|bike|car|bike|car|bike|bus|rail|bike|walk|bike|bus|bike|walk|car|bike|car|rail|car|rail|bus|rail|walk|rail|walk|rail|walk,False,False
trip_000610,walk|bus|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|bus|car|bus|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|rail|car|walk|car|walk|car|walk|rail|walk|car|rail|walk|car|walk|car|walk|car|bus|rail|walk|rail|walk|car|walk|car|walk|car|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,False,False
trip_000611,walk|rail|bus|walk,walk|bus|car|bus|car|bus|car|bus|car|bike|car|walk|bike|car|bus|car|bike|car|bus|car|bus|bike|bus|bike|walk,walk|rail|walk,False,False
trip_000612,walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|bus|rail|car|rail|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|rail|car,False,False
trip_000613,walk|bus|rail|bus|walk,walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|bike|bus|car|bike|bus|car|bus|bike|bus|car|bus|car|bus|car|bus|car|bus|car|bus|bike|car|bike|car|bus|car|bus|car|bike|car|bus|bike|car|bus|car|bus|car|bus|car|bus|car|bus|car|bike|car|walk|bike|walk|bike|walk,walk|rail|bus|car|rail|walk|bike|walk|bike|walk|rail|walk,False,False
trip_000614,walk|rail|walk,walk|bus|car|bus|car|bus|walk,walk|rail|car|rail|walk|rail|walk,False,False
trip_000615,walk|bus|rail|bus|walk,walk|bike|bus|car|bike|car|bus|bike|bus|bike|bus|bike|bus|car|bus|car|bike|car|bike|car|bus|bike|walk|bus|car|bus|car|bus|car|bus|car|bus|bike|car|bus|car|bus|car|bus|bike|car|walk,walk|rail|bike|rail|bike|rail|walk|rail|walk|rail|walk,False,False
trip_000616,walk|car|walk,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|bus|walk|car|bus|car|bus|car|bus|car|walk|bus|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|bus|car|bus|rail|car|rail|car|rail|car|bus|walk|car|walk|car|walk|rail|walk|rail|car|walk|car|rail|walk|rail|car|walk|rail|walk|rail|walk|rail|car|walk|car|walk|rail,False,False
trip_000617,walk|rail|walk,walk|car|bus|car|bus|walk,walk|car|bus|rail|walk|rail|walk,False,False
trip_000618,walk|bike|walk,walk|bike|bus|car|bike|car|bike|car|bike|walk|bike|bus|bike|bus|bike|car|bike|car|bike|bus|bike|car|bike|walk,walk|rail|walk|bike|bus|bike|rail|walk,False,False
trip_000619,walk|bus|rail|bus|walk,walk|bus|bike|car|bike|car|bike|car|bike|car|bike|bus|car|bike|walk,walk|bus|rail|bike|rail|bike|rail|walk,False,False
trip_000620,walk|rail|walk,walk|car|bus|car|bus|car|bus|car|bus|car|bus|walk,walk|rail|walk|rail|car|rail|car|bus|rail|walk|rail|walk|rail|walk,False,False
